,Unnamed: 0,Unnamed: 0.1,Source,Size,Rate,Loss,Expected loss
6069,6069,6069,ITCS014,5.3,0.1156577330393856,1.241933154952486e-143,1.4363917328825652e-144
2444,2444,2444,ITCS006,5.1,0.1833051537496071,1.1962404407809025e-143,2.1927703791884108e-144
7544,7544,221,ITCS014,5.4,0.09187020291738728,1.104331633835311e-143,1.0145517128853985e-144
3514,3514,3514,ITCS090,5.1,0.1833051537496071,1.0248647240769055e-143,1.878629858194658e-144
5417,5417,5417,ITCS222,5.2,0.14560445919378828,9.995906951571401e-144,1.4554486258349827e-144
9584,9584,1091,ITCS014,5.6,0.057966179269611263,8.839172166796445e-144,5.123730384154809e-145
5289,5289,5289,ITCS090,5.2,0.14560445919378828,8.703871612821174e-144,1.2673225190769928e-144
8672,8672,179,ITCS014,5.5,0.07297509610712982,8.412053733407122e-144,6.1387042965372496e-145
6203,6203,6203,ITCS014,5.3,0.1156577330393856,8.30049045816715e-144,9.600159095066638e-145
231,231,231,ITCS014,5.0,0.230767516168217,7.967365382633021e-144,1.838609119754858e-144
129,129,129,ITCS006,5.0,0.230767516168217,6.990640270062753e-144,1.6132126915478952e-144
3656,3656,3656,ITCS222,5.1,0.1833051537496071,6.84726196270418e-144,1.2551384068373262e-144
2686,2686,2686,ITCS014,5.1,0.1833051537496071,6.64888609982092e-144,1.2187750887912991e-144
11693,11693,3200,ITCS090,5.9,0.02905190903207895,6.455673690240939e-144,1.8754964478966516e-145
8555,8555,62,ITCS006,5.5,0.07297509610712982,6.285075653565977e-144,4.586539998595589e-145
9140,9140,647,ITCS222,5.5,0.07297509610712982,6.256130001387145e-144,4.5654168810992515e-145
10268,10268,1775,ITCS014,5.7,0.04604417285294149,5.622399298454726e-144,2.5887872514630637e-145
1421,1421,1421,ITCS090,5.0,0.230767516168217,5.53019321951858e-144,1.276188953198618e-144
4431,4431,4431,ITCS014,5.2,0.14560445919378828,4.937070410117769e-144,7.188594670668523e-145
1583,1583,1583,ITCS222,5.0,0.230767516168217,4.778306078662176e-144,1.1026778252643634e-144
8126,8126,803,ITCS222,5.4,0.09187020291738728,4.765788915027152e-144,4.378339946849794e-145
2518,2518,2518,ITCS014,5.1,0.1833051537496071,4.368506117995161e-144,8.007696856152021e-145
7423,7423,100,ITCS014,5.4,0.09187020291738728,4.0736759425001467e-144,3.742494354571673e-145
9055,9055,562,ITCS090,5.5,0.07297509610712982,3.992980105000012e-144,2.9138810691623323e-145
13655,13655,1774,TNCS006,6.8,0.003657418654161675,3.4805600123460093e-144,1.2729865116083483e-146
13458,13458,1577,TNCS006,6.6,0.0057966179269611255,3.04341702733482e-144,1.7641525699867753e-146
12005,12005,124,ITCS029,6.0,0.023076751616821708,2.8517453654038904e-144,6.580901947184804e-146
4585,4585,4585,ITCS014,5.2,0.14560445919378828,2.593132421137586e-144,3.775716437976171e-145
418,418,418,ITCS014,5.0,0.230767516168217,2.4929572294944027e-144,5.7529354776402306e-145
230,230,230,ITCS014,5.0,0.230767516168217,2.4877022807492083e-144,5.7408087629450324e-145
12763,12763,882,MTCS001,6.2,0.01456044591937882,2.4261999980760588e-144,3.532655386158345e-146
4377,4377,4377,ITCS006,5.2,0.14560445919378828,2.1134316664234284e-144,3.0772507483261004e-145
6777,6777,6777,ITCS090,5.3,0.1156577330393856,1.742242211868891e-144,2.015037846302809e-145
13270,13270,1389,ITCS035,6.5,0.007297509610712981,1.5099983086016873e-144,1.1019227169181158e-146
9486,9486,993,ITCS006,5.6,0.057966179269611263,1.4888657496331394e-144,8.630385895161872e-146
11516,11516,3023,ITCS014,5.9,0.02905190903207895,1.3649927957865954e-144,3.965564653263529e-146
13519,13519,1638,ITCS029,6.7,0.004604417285294149,1.3373583426470167e-144,6.15775586951626e-147
7398,7398,75,ITCS006,5.4,0.09187020291738728,1.1554748124161135e-144,1.0615370548259835e-145
6068,6068,6068,ITCS014,5.3,0.1156577330393856,9.949107652021104e-145,1.1506912367975653e-145
11257,11257,2764,ITCS222,5.8,0.03657418654161676,9.844145162049658e-145,3.6004160149955834e-146
2517,2517,2517,ITCS014,5.1,0.1833051537496071,8.265424205741107e-145,1.5150948548390979e-145
10735,10735,2242,MTCS001,5.7,0.04604417285294149,8.153706008460639e-145,3.7543064884562925e-146
229,229,229,ITCS014,5.0,0.230767516168217,7.59408115889435e-145,1.752467246617904e-145
2687,2687,2687,ITCS014,5.1,0.1833051537496071,7.572566857106868e-145,1.3880905320211535e-145
2445,2445,2445,ITCS006,5.1,0.1833051537496071,7.331799855628333e-145,1.3439566997972986e-145
8569,8569,76,ITCS014,5.5,0.07297509610712982,7.178545766511611e-145,5.238550672206148e-146
12357,12357,476,ITCS029,6.1,0.018330515374960717,6.912363083024652e-145,1.2670717777069425e-146
6032,6032,6032,ITCS006,5.3,0.1156577330393856,6.850544775990492e-145,7.92318478875866e-146
6890,6890,6890,ITCS222,5.3,0.1156577330393856,6.817751450315518e-145,7.885256771694762e-146
4430,4430,4430,ITCS014,5.2,0.14560445919378828,6.441904794155942e-145,9.37970063730948e-146
130,130,130,ITCS006,5.0,0.230767516168217,6.156878397517302e-145,1.42080753514482e-145
10734,10734,2241,MTCS001,5.7,0.04604417285294149,6.126105360743049e-145,2.820714541453844e-146
3513,3513,3513,ITCS090,5.1,0.1833051537496071,5.868689456289792e-145,1.0757610230938984e-145
11574,11574,3081,ITCS029,5.9,0.02905190903207895,5.7331891750244485e-145,1.6656009037651004e-146
11199,11199,2706,ITCS090,5.8,0.03657418654161676,4.828126698424811e-145,1.7658480651474927e-146
12100,12100,219,ITCS090,6.0,0.023076751616821708,4.7922094906830965e-145,1.1058862811226948e-146
13831,13831,1950,TNCS008,7.1,0.0018330515374960707,4.724254855898209e-145,8.659802627127491e-148
11052,11052,2559,ITCS029,5.8,0.03657418654161676,4.303239223498731e-145,1.5738747409344465e-146
10608,10608,2115,ITCS090,5.7,0.04604417285294149,4.289510519330304e-145,1.9750696380655533e-146
419,419,419,ITCS014,5.0,0.230767516168217,4.288363826846129e-145,9.896150687469111e-146
6204,6204,6204,ITCS014,5.3,0.1156577330393856,4.151760620113012e-145,4.801832214444647e-146
1420,1420,1420,ITCS090,5.0,0.230767516168217,4.149817427805252e-145,9.576430603661971e-146
10266,10266,1773,ITCS006,5.7,0.04604417285294149,4.1455401862892435e-145,1.9087796890631719e-146
5418,5418,5418,ITCS222,5.2,0.14560445919378828,3.700858342159273e-145,5.388614774629208e-146
7545,7545,222,ITCS014,5.4,0.09187020291738728,3.649776194791219e-145,3.3530567961851886e-146
5288,5288,5288,ITCS090,5.2,0.14560445919378828,3.634097664798055e-145,5.291408251403297e-146
1584,1584,1584,ITCS222,5.0,0.230767516168217,3.509282794224221e-145,8.098284739549837e-146
3657,3657,3657,ITCS222,5.1,0.1833051537496071,3.4943390805178524e-145,6.405303624075857e-146
8025,8025,702,ITCS090,5.4,0.09187020291738728,2.950320754908768e-145,2.7104656642484772e-146
12433,12433,552,ITCS090,6.1,0.018330515374960717,2.650460543926037e-145,4.858430775116297e-147
10348,10348,1855,ITCS014,5.7,0.04604417285294149,2.621203578533811e-145,1.2069115065275959e-146
228,228,228,ITCS014,5.0,0.230767516168217,2.2682134955417355e-145,5.234299945053955e-146
7422,7422,99,ITCS014,5.4,0.09187020291738728,2.2274239611158443e-145,2.0463389129076315e-146
9901,9901,1408,ITCS090,5.6,0.057966179269611263,2.1792876424643945e-145,1.2632497816313958e-146
9493,9493,1000,ITCS014,5.6,0.057966179269611263,2.155967791089142e-145,1.2497321547778101e-146
4586,4586,4586,ITCS014,5.2,0.14560445919378828,2.1075695344259456e-145,3.0687152227339395e-146
11780,11780,3287,MTCS001,5.9,0.02905190903207895,2.1044671789055863e-145,6.113878904256091e-147
13171,13171,1290,MTCS001,6.4,0.009187020291738728,1.785822400767934e-145,1.6406386633296581e-147
13457,13457,1576,TNCS006,6.6,0.0057966179269611255,1.7673959870564686e-145,1.0244919262610679e-147
2516,2516,2516,ITCS014,5.1,0.1833051537496071,1.5328844492755774e-145,2.809856196548415e-146
13464,13464,1583,TNCS006,6.6,0.0057966179269611255,1.4704174388431931e-145,8.523448086114717e-148
8673,8673,180,ITCS014,5.5,0.07297509610712982,1.3995594678276796e-145,1.0213298667236837e-146
13526,13526,1645,ITCS042,6.7,0.004604417285294149,1.3675589652868055e-145,6.296812138425549e-148
12986,12986,1105,MTCS001,6.3,0.011565773303938563,1.1086362541253957e-145,1.282223559174195e-147
10674,10674,2181,ITCS222,5.7,0.04604417285294149,1.0564464306817284e-145,4.864320206418257e-147
13619,13619,1738,ITCS042,6.8,0.003657418654161675,1.053275413269934e-145,3.852269144463304e-148
11304,11304,2811,MTCS001,5.8,0.03657418654161676,9.92462531488173e-146,3.629850976221364e-147
4378,4378,4378,ITCS006,5.2,0.14560445919378828,9.553112962985941e-146,1.3909758465927365e-146
12868,12868,987,ITCS014,6.3,0.011565773303938563,9.489132565212294e-146,1.097491561002664e-147
13409,13409,1528,ITCS036,6.6,0.0057966179269611255,9.454451386637581e-146,5.480384239736587e-148
13403,13403,1522,ITCS029,6.6,0.0057966179269611255,8.72905416239218e-146,5.0598991843137145e-148
2688,2688,2688,ITCS014,5.1,0.1833051537496071,8.591433446954915e-146,1.5748540289235875e-146
4429,4429,4429,ITCS014,5.2,0.14560445919378828,8.255581520170407e-146,1.2020494825746448e-146
11744,11744,3251,ITCS222,5.9,0.02905190903207895,8.2419769084783e-146,2.3944516338960687e-147
8556,8556,63,ITCS006,5.5,0.07297509610712982,8.057481722711182e-146,5.879955030962905e-147
6067,6067,6067,ITCS014,5.3,0.1156577330393856,7.838174788782232e-146,9.065455272370181e-147
9585,9585,1092,ITCS014,5.6,0.057966179269611263,7.436371409122127e-146,4.310580382165849e-147
420,420,420,ITCS014,5.0,0.230767516168217,7.320915505754483e-146,1.6894294873403482e-146
13522,13522,1641,ITCS036,6.7,0.004604417285294149,7.1466252590876595e-146,3.290604487446299e-148
8127,8127,804,ITCS222,5.4,0.09187020291738728,7.128441817105361e-146,6.548913962222583e-147
227,227,227,ITCS014,5.0,0.230767516168217,6.63376640583444e-146,1.530857796314574e-146
131,131,131,ITCS006,5.0,0.230767516168217,5.509178304596242e-146,1.2713393934795035e-146
12617,12617,736,ITCS014,6.2,0.01456044591937882,4.872988390171646e-146,7.09528839208551e-148
2446,2446,2446,ITCS006,5.1,0.1833051537496071,4.5921187649122884e-146,8.417590362387028e-147
9977,9977,1484,ITCS222,5.6,0.057966179269611263,4.586650482808061e-146,2.658706041335011e-147
6776,6776,6776,ITCS090,5.3,0.1156577330393856,4.524014059710278e-146,5.232372103843984e-147
12170,12170,289,MTCS001,6.0,0.023076751616821708,4.418518378776758e-146,1.0196505114139298e-147
13336,13336,1455,TNCS006,6.5,0.007297509610712981,4.38515507761159e-146,3.2000711323337404e-148
9141,9141,648,ITCS222,5.5,0.07297509610712982,4.281255598878774e-146,3.1242503878736615e-147
3512,3512,3512,ITCS090,5.1,0.1833051537496071,3.446421503666022e-146,6.317468236154522e-147
13886,13886,2005,TNCS008,7.3,0.0011565773303938561,3.3763141374221274e-146,3.9049683916307192e-149
1419,1419,1419,ITCS090,5.0,0.230767516168217,3.21428135632185e-146,7.41751724864201e-147
7399,7399,76,ITCS006,5.4,0.09187020291738728,3.1665877349835726e-146,2.909150577686506e-147
9054,9054,561,ITCS090,5.5,0.07297509610712982,3.077169512244891e-146,2.2455674089400072e-147
10984,10984,2491,ITCS014,5.8,0.03657418654161676,3.0170173374801253e-146,1.1034495490029003e-147
6033,6033,6033,ITCS006,5.3,0.1156577330393856,2.9283340944568073e-146,3.386844829468164e-147
2515,2515,2515,ITCS014,5.1,0.1833051537496071,2.7897155818276243e-146,5.113692436445873e-147
13335,13335,1454,TNCS006,6.5,0.007297509610712981,2.7275369094989856e-146,1.990422681064323e-148
1585,1585,1585,ITCS222,5.0,0.230767516168217,2.6391168141966895e-146,6.090224320899479e-147
6205,6205,6205,ITCS014,5.3,0.1156577330393856,2.0870556276703183e-146,2.4138412262344102e-147
8568,8568,75,ITCS014,5.5,0.07297509610712982,1.9266722998690676e-146,1.4059909624989006e-147
226,226,226,ITCS014,5.0,0.230767516168217,1.9012366067455273e-146,4.387436493867545e-147
3658,3658,3658,ITCS222,5.1,0.1833051537496071,1.8390032960211662e-146,3.370987819231941e-147
4587,4587,4587,ITCS014,5.2,0.14560445919378828,1.713201764034362e-146,2.4944981634206734e-147
6891,6891,6891,ITCS222,5.3,0.1156577330393856,1.6186979815213094e-146,1.8721493901818394e-147
5287,5287,5287,ITCS090,5.2,0.14560445919378828,1.5659819417383767e-146,2.2801395373405482e-147
13337,13337,1456,TNCS006,6.5,0.007297509610712981,1.4890954868958049e-146,1.0866688626891462e-148
5419,5419,5419,ITCS222,5.2,0.14560445919378828,1.4229696753643753e-146,2.0719073003059036e-147
10267,10267,1774,ITCS006,5.7,0.04604417285294149,1.4122857651635166e-146,6.50275298889377e-148
11745,11745,3252,ITCS222,5.9,0.02905190903207895,1.2833325020483832e-146,3.72832591074199e-148
7546,7546,223,ITCS014,5.4,0.09187020291738728,1.2814092184657415e-146,1.1772332492065832e-147
421,421,421,ITCS014,5.0,0.230767516168217,1.241164866895528e-146,2.864205334887366e-147
7421,7421,98,ITCS014,5.4,0.09187020291738728,1.198597669251709e-146,1.1011541109046195e-147
4428,4428,4428,ITCS014,5.2,0.14560445919378828,1.0406368402099529e-146,1.5152136433590286e-147
9487,9487,994,ITCS006,5.6,0.057966179269611263,9.800125918625117e-147,5.680758558637873e-148
2689,2689,2689,ITCS014,5.1,0.1833051537496071,9.718080420635882e-147,1.7813742256557067e-147
13820,13820,1939,MTCS001,7.1,0.0018330515374960707,9.142227200290953e-147,1.675817362563173e-149
6066,6066,6066,ITCS014,5.3,0.1156577330393856,6.483886608221552e-147,7.499116263913357e-148
11053,11053,2560,ITCS029,5.8,0.03657418654161676,6.298746897625418e-147,2.3037154401218188e-148
4379,4379,4379,ITCS006,5.2,0.14560445919378828,5.58314909312704e-147,8.12931404303052e-148
11958,11958,77,ITCS014,6.0,0.023076751616821708,5.527124947516795e-147,1.275480895689838e-148
225,225,225,ITCS014,5.0,0.230767516168217,5.343677048073044e-147,1.2331470795889263e-147
8024,8024,701,ITCS090,5.4,0.09187020291738728,5.078557431846784e-147,4.6656810179136925e-148
132,132,132,ITCS006,5.0,0.230767516168217,5.007894822860251e-147,1.1556594495031332e-147
2514,2514,2514,ITCS014,5.1,0.1833051537496071,4.9876609356708026e-147,9.142639546640457e-148
13790,13790,1909,TNCS008,7.0,0.0023076751616821715,4.146868634452583e-147,9.56962574648509e-150
12006,12006,125,ITCS029,6.0,0.023076751616821708,3.737063433790078e-147,8.623928463788046e-149
10733,10733,2240,MTCS001,5.7,0.04604417285294149,3.59190983904456e-147,1.6538651750114894e-148
9492,9492,999,ITCS014,5.6,0.057966179269611263,3.5030331427730326e-147,2.0305744714137136e-148
13102,13102,1221,ITCS035,6.4,0.009187020291738728,3.47981219591426e-147,3.1969105255304206e-149
13334,13334,1453,TNCS006,6.5,0.007297509610712981,3.398491269050929e-147,2.4800522697823307e-149
2447,2447,2447,ITCS006,5.1,0.1833051537496071,2.938606858611255e-147,5.38661782027386e-148
11575,11575,3082,ITCS029,5.9,0.02905190903207895,2.819095958907931e-147,8.190011935089459e-149
1418,1418,1418,ITCS090,5.0,0.230767516168217,2.751773614374491e-147,6.350199620464383e-148
13789,13789,1908,TNCS008,7.0,0.0023076751616821715,2.519376047149478e-147,5.813901526943863e-150
13571,13571,1690,TNCS006,6.7,0.004604417285294149,2.3986415296071083e-147,1.1044346520147366e-149
8674,8674,181,ITCS014,5.5,0.07297509610712982,2.3713354105380618e-147,1.7304842948625522e-148
3511,3511,3511,ITCS090,5.1,0.1833051537496071,2.0748179299786648e-147,3.803248196571807e-148
1586,1586,1586,ITCS222,5.0,0.230767516168217,2.0313805594545354e-147,4.687766460977262e-148
422,422,422,ITCS014,5.0,0.230767516168217,2.0225226524319848e-147,4.6673252889568317e-148
12946,12946,1065,ITCS090,6.3,0.011565773303938563,1.9397255513521867e-147,2.243442599879663e-149
11692,11692,3199,ITCS090,5.9,0.02905190903207895,1.5412916069444186e-147,4.477746355685604e-149
224,224,224,ITCS014,5.0,0.230767516168217,1.473995922486178e-147,3.4015037787421504e-148
4588,4588,4588,ITCS014,5.2,0.14560445919378828,1.394172249484728e-147,2.0299769640921107e-148
4427,4427,4427,ITCS014,5.2,0.14560445919378828,1.2920310153052162e-147,1.881254772451172e-148
6034,6034,6034,ITCS006,5.3,0.1156577330393856,1.2691125910414566e-147,1.4678268525159576e-148
6775,6775,6775,ITCS090,5.3,0.1156577330393856,1.2254072186180543e-147,1.4172782095546296e-148
8128,8128,805,ITCS222,5.4,0.09187020291738728,1.1326203199849936e-147,1.0405405862537747e-148
13644,13644,1763,MTCS001,6.8,0.003657418654161675,1.1271518574461801e-147,4.12246622949664e-150
11517,11517,3024,ITCS014,5.9,0.02905190903207895,1.1129337843468786e-147,3.233285106157289e-149
2690,2690,2690,ITCS014,5.1,0.1833051537496071,1.0968109717297425e-147,2.010511038071764e-148
8557,8557,64,ITCS006,5.5,0.07297509610712982,1.0709126312427996e-147,7.814995218728258e-149
6206,6206,6206,ITCS014,5.3,0.1156577330393856,1.0557213801335313e-147,1.221023415474557e-148
10349,10349,1856,ITCS014,5.7,0.04604417285294149,1.0520938971083013e-147,4.844279325597946e-149
12318,12318,437,ITCS014,6.1,0.018330515374960717,1.0352462895862979e-147,1.897659802813267e-149
3659,3659,3659,ITCS222,5.1,0.1833051537496071,9.973973034738985e-148,1.828280660627265e-148
11258,11258,2765,ITCS222,5.8,0.03657418654161676,9.004594740289218e-148,3.29335727762999e-149
7400,7400,77,ITCS006,5.4,0.09187020291738728,8.868665059224571e-148,8.147660585973037e-149
2513,2513,2513,ITCS014,5.1,0.1833051537496071,8.769736071896371e-148,1.60753781900244e-148
9900,9900,1407,ITCS090,5.6,0.057966179269611263,7.917966084408645e-148,4.589742414995335e-149
13254,13254,1373,ITCS017,6.5,0.007297509610712981,7.408905058879842e-148,5.406655587203567e-150
10607,10607,2114,ITCS090,5.7,0.04604417285294149,7.117391853729699e-148,3.2771442077524787e-149
5286,5286,5286,ITCS090,5.2,0.14560445919378828,6.960427774806397e-148,1.0134693219081087e-148
12714,12714,833,ITCS090,6.2,0.01456044591937882,6.799857069465932e-148,9.900895111946444e-150
12492,12492,611,MTCS001,6.1,0.018330515374960717,6.75358018162591e-148,1.2379660535532372e-149
12896,12896,1015,ITCS029,6.3,0.011565773303938563,6.633206909412882e-148,7.671816739238833e-150
13103,13103,1222,ITCS035,6.4,0.009187020291738728,6.479372985061171e-148,5.952613109150071e-150
9586,9586,1093,ITCS014,5.6,0.057966179269611263,6.467071477374065e-148,3.7487142460685484e-149
13525,13525,1644,ITCS042,6.7,0.004604417285294149,6.45678274476512e-148,2.972972207738552e-150
12652,12652,771,ITCS029,6.2,0.01456044591937882,6.382233704751248e-148,9.292816870286727e-150
7420,7420,97,ITCS014,5.4,0.09187020291738728,6.36429903756635e-148,5.84689444008153e-149
8567,8567,74,ITCS014,5.5,0.07297509610712982,6.087135453750757e-148,4.442092947545788e-149
5420,5420,5420,ITCS222,5.2,0.14560445919378828,5.739033260060252e-148,8.356288341262367e-149
13656,13656,1775,TNCS006,6.8,0.003657418654161675,5.5137373056832894e-148,2.0166045675953196e-150
6065,6065,6065,ITCS014,5.3,0.1156577330393856,5.41813642116763e-148,6.2664937577037784e-149
133,133,133,ITCS006,5.0,0.230767516168217,4.624047608760999e-148,1.0670799813173591e-148
7547,7547,224,ITCS014,5.4,0.09187020291738728,4.5375346586562964e-148,4.168642298354315e-149
6892,6892,6892,ITCS222,5.3,0.1156577330393856,4.0311394151064034e-148,4.662324463169214e-149
223,223,223,ITCS014,5.0,0.230767516168217,3.9932248114876924e-148,9.215065712483113e-149
4380,4380,4380,ITCS006,5.2,0.14560445919378828,3.922248216136459e-148,5.7109683033434995e-149
13253,13253,1372,ITCS017,6.5,0.007297509610712981,3.90995337647256e-148,2.8532922342248177e-150
13333,13333,1452,TNCS006,6.5,0.007297509610712981,3.6791574222592356e-148,2.684868664826277e-150
11198,11198,2705,ITCS090,5.8,0.03657418654161676,3.44426679859343e-148,1.2597125639085327e-149
423,423,423,ITCS014,5.0,0.230767516168217,3.235144257729387e-148,7.4656620480208075e-149
9142,9142,649,ITCS222,5.5,0.07297509610712982,3.189488179931971e-148,2.3275320646309013e-149
11303,11303,2810,MTCS001,5.8,0.03657418654161676,2.534194064050962e-148,9.268608643125778e-150
1417,1417,1417,ITCS090,5.0,0.230767516168217,2.399601818540955e-148,5.537501514574328e-149
10675,10675,2182,ITCS222,5.7,0.04604417285294149,2.3342416751138825e-148,1.074782271694833e-149
9053,9053,560,ITCS090,5.5,0.07297509610712982,2.2976466541933488e-148,1.676709854099849e-149
13332,13332,1451,TNCS006,6.5,0.007297509610712981,2.155462878010287e-148,1.5729511067815132e-150
13338,13338,1457,TNCS006,6.5,0.007297509610712981,2.0289112397690978e-148,1.480599927149858e-150
11779,11779,3286,MTCS001,5.9,0.02905190903207895,1.9784919886437092e-148,5.747896927477402e-150
2448,2448,2448,ITCS006,5.1,0.1833051537496071,1.9209134879868143e-148,3.5211334225511705e-149
13255,13255,1374,ITCS017,6.5,0.007297509610712981,1.894951344383254e-148,1.382842564747028e-150
13788,13788,1907,TNCS008,7.0,0.0023076751616821715,1.789939931652393e-148,4.1305999211773105e-151
9978,9978,1485,ITCS222,5.6,0.057966179269611263,1.7387498879400876e-148,1.0078868770935162e-149
1587,1587,1587,ITCS222,5.0,0.230767516168217,1.5996282475290045e-148,3.6914223747478615e-149
4426,4426,4426,ITCS014,5.2,0.14560445919378828,1.5821496330182615e-148,2.303680416792746e-149
2512,2512,2512,ITCS014,5.1,0.1833051537496071,1.5180308593449702e-148,2.7826288006887797e-149
12358,12358,477,ITCS029,6.1,0.018330515374960717,1.512958561458428e-148,2.773331017249216e-150
3510,3510,3510,ITCS090,5.1,0.1833051537496071,1.279998024248961e-148,2.346302346341491e-149
2691,2691,2691,ITCS014,5.1,0.1833051537496071,1.2360740068132683e-148,2.2657873586479905e-149
4589,4589,4589,ITCS014,5.2,0.14560445919378828,1.1368138799142486e-148,1.6552517018890635e-149
13559,13559,1678,MTCS001,6.7,0.004604417285294149,1.0444191321516649e-148,4.80894150517104e-151
222,222,222,ITCS014,5.0,0.230767516168217,9.994427249935425e-149,2.3063891519915416e-149
8023,8023,700,ITCS090,5.4,0.09187020291738728,9.216276798689672e-149,8.467012196384286e-150
11054,11054,2561,ITCS029,5.8,0.03657418654161676,8.292107098352352e-149,3.032770718382034e-150
10985,10985,2492,ITCS014,5.8,0.03657418654161676,7.1961071802118905e-149,2.631917663825375e-150
9488,9488,995,ITCS006,5.6,0.057966179269611263,6.809121018134807e-149,3.9469872960568024e-150
9491,9491,998,ITCS014,5.6,0.057966179269611263,5.653085290988274e-149,3.276877554038289e-150
6035,6035,6035,ITCS006,5.3,0.1156577330393856,5.580958117976873e-149,6.45480964112961e-150
3660,3660,3660,ITCS222,5.1,0.1833051537496071,5.570975113585082e-149,1.0211884497309484e-149
6207,6207,6207,ITCS014,5.3,0.1156577330393856,5.379862542028543e-149,6.222227056745276e-150
424,424,424,ITCS014,5.0,0.230767516168217,5.156815015528922e-149,1.1900253924725748e-149
6064,6064,6064,ITCS014,5.3,0.1156577330393856,4.4601739908471335e-149,5.158536127426089e-150
134,134,134,ITCS006,5.0,0.230767516168217,4.336528162141643e-149,1.00072983277095e-149
8675,8675,182,ITCS014,5.5,0.07297509610712982,4.100818490133202e-149,2.9925762343536543e-150
13098,13098,1217,ITCS029,6.4,0.009187020291738728,3.742334167424997e-149,3.43808999346006e-151
6774,6774,6774,ITCS090,5.3,0.1156577330393856,3.459238595119496e-149,4.0008769395387e-150
12099,12099,218,ITCS090,6.0,0.023076751616821708,3.403367494339584e-149,7.853866632763944e-151
7419,7419,96,ITCS014,5.4,0.09187020291738728,3.342798532440579e-149,3.071035794872604e-150
5285,5285,5285,ITCS090,5.2,0.14560445919378828,3.1893419155375534e-149,4.6438240479592624e-150
13104,13104,1223,ITCS035,6.4,0.009187020291738728,3.083146398025906e-149,2.8324928521065164e-151
12762,12762,881,MTCS001,6.2,0.01456044591937882,3.0548330815374807e-149,4.4479731876455834e-151
4381,4381,4381,ITCS006,5.2,0.14560445919378828,2.7785076109946074e-149,4.045630980646945e-150
2511,2511,2511,ITCS014,5.1,0.1833051537496071,2.589504667665203e-149,4.7466955124169525e-150
7401,7401,78,ITCS006,5.4,0.09187020291738728,2.540515272881362e-149,2.3339765363433224e-150
221,221,221,ITCS014,5.0,0.230767516168217,2.447392836986691e-149,5.647787660793047e-150
5421,5421,5421,ITCS222,5.2,0.14560445919378828,2.4119748060871475e-149,3.511942872293615e-150
10732,10732,2239,MTCS001,5.7,0.04604417285294149,2.1449607368596902e-149,9.876294293074032e-151
1416,1416,1416,ITCS090,5.0,0.230767516168217,2.1308901845625323e-149,4.917402351187291e-150
13331,13331,1450,TNCS006,6.5,0.007297509610712981,2.098277261763045e-149,1.5312198483656337e-151
4425,4425,4425,ITCS014,5.2,0.14560445919378828,1.913271915412059e-149,2.785809225342363e-150
8129,8129,806,ITCS222,5.4,0.09187020291738728,1.9081082002202602e-149,1.7529828754256594e-150
8566,8566,73,ITCS014,5.5,0.07297509610712982,1.8944034388595148e-149,1.382442730164503e-150
10052,10052,1559,MTCS001,5.6,0.057966179269611263,1.8823905778616346e-149,1.0911498969175464e-150
13717,13717,1836,MTCS001,6.9,0.0029051909032078967,1.8116289989953555e-149,5.263128087868935e-152
7548,7548,225,ITCS014,5.4,0.09187020291738728,1.623023364992255e-149,1.4910748588149917e-150
13105,13105,1224,ITCS035,6.4,0.009187020291738728,1.553750480491781e-149,1.427433719257679e-151
8558,8558,65,ITCS006,5.5,0.07297509610712982,1.4771513076122108e-149,1.0779525863777357e-150
10051,10051,1558,MTCS001,5.6,0.057966179269611263,1.408172625307605e-149,8.162638684113977e-151
2692,2692,2692,ITCS014,5.1,0.1833051537496071,1.391954904853017e-149,2.55152507846602e-150
1588,1588,1588,ITCS222,5.0,0.230767516168217,1.2881025308079204e-149,2.9725222160453804e-150
2449,2449,2449,ITCS006,5.1,0.1833051537496071,1.2823933579985248e-149,2.350693116553945e-150
11576,11576,3083,ITCS029,5.9,0.02905190903207895,1.2576824414669425e-149,3.653807588074057e-151
6893,6893,6893,ITCS222,5.3,0.1156577330393856,1.0516291865962778e-149,1.2162904771977852e-150
10431,10431,1938,ITCS029,5.7,0.04604417285294149,9.838894562671438e-150,4.530237619255099e-151
4590,4590,4590,ITCS014,5.2,0.14560445919378828,9.295746927701641e-150,1.3535022042103164e-150
425,425,425,ITCS014,5.0,0.230767516168217,8.195742876093195e-150,1.8913112266693857e-150
13465,13465,1584,TNCS006,6.6,0.0057966179269611255,8.170479063083513e-150,4.736114540893043e-152
3509,3509,3509,ITCS090,5.1,0.1833051537496071,8.08893900032309e-150,1.482744207125417e-150
12169,12169,288,MTCS001,6.0,0.023076751616821708,7.464898570824084e-150,1.7226561016367475e-151
220,220,220,ITCS014,5.0,0.230767516168217,5.908595052522523e-150,1.3635118043144383e-150
9587,9587,1094,ITCS014,5.6,0.057966179269611263,5.828173451685973e-150,3.378369471148182e-151
10350,10350,1857,ITCS014,5.7,0.04604417285294149,5.5755623357285e-150,2.5672215593863326e-151
12432,12432,551,ITCS090,6.1,0.018330515374960717,5.03411228817847e-150,9.227787269773412e-152
12007,12007,126,ITCS029,6.0,0.023076751616821708,4.4312857675068927e-150,1.022596809999137e-151
