,Unnamed: 0,Unnamed: 0.1,Source,Size,Rate,Loss,Expected loss
12638,12638,757,ITCS021,6.2,0.01456044591937882,0.7531176041661874,0.010965728146393917
11995,11995,114,ITCS021,6.0,0.023076751616821708,0.7528315923037828,0.01737290766489078
11886,11886,5,ITCS006,6.0,0.023076751616821708,0.6008651487252188,0.013866015792336508
12346,12346,465,ITCS021,6.1,0.018330515374960717,0.4884550507779109,0.008953632818261713
11046,11046,2553,ITCS021,5.8,0.03657418654161676,0.4529723427971672,0.016567094963656766
13711,13711,1830,ITCS222,6.9,0.0029051909032078967,0.1805088864026264,0.0005244127747250978
11991,11991,110,ITCS021,6.0,0.023076751616821708,0.17893655559312646,0.004129274448592188
9666,9666,1173,ITCS021,5.6,0.057966179269611263,0.145589815203146,0.008439285327895138
9667,9667,1174,ITCS021,5.6,0.057966179269611263,0.14142541405117154,0.00819789090416921
9676,9676,1183,ITCS021,5.6,0.057966179269611263,0.13903844790617728,0.00805952759669798
13439,13439,1558,ITCS222,6.6,0.0057966179269611255,0.13700569463248444,0.0007941696656024209
11432,11432,2939,ITCS006,5.9,0.02905190903207895,0.12146209480072982,0.0035287057289965524
11564,11564,3071,ITCS021,5.9,0.02905190903207895,0.1025181393710562,0.0029783476591459163
9677,9677,1184,ITCS021,5.6,0.057966179269611263,0.0812199943859786,0.004708012754854456
13152,13152,1271,ITCS222,6.4,0.009187020291738728,0.07731089840920187,0.0007102567924578888
11431,11431,2938,ITCS006,5.9,0.02905190903207895,0.07374888217048638,0.0021425458160344796
12352,12352,471,ITCS021,6.1,0.018330515374960717,0.062443098344388874,0.0011446141742620043
11433,11433,2940,ITCS006,5.9,0.02905190903207895,0.05705016665018608,0.0016574162517861502
12565,12565,684,ITCS006,6.2,0.01456044591937882,0.0525085925866518,0.0007645485226606391
11563,11563,3070,ITCS021,5.9,0.02905190903207895,0.0507882262699402,0.0014754949294949451
11039,11039,2546,ITCS021,5.8,0.03657418654161676,0.04857498880856475,0.0017765907019413937
10423,10423,1930,ITCS021,5.7,0.04604417285294149,0.04262130661933408,0.0019624628091988376
13310,13310,1429,ITCS222,6.5,0.007297509610712981,0.041916806671776406,0.0003058882995376863
12822,12822,941,ITCS006,6.3,0.011565773303938563,0.03876470678498588,0.00044834381086879575
13587,13587,1706,ITCS006,6.8,0.003657418654161675,0.03819082881551608,0.00013967984972776374
12351,12351,470,ITCS021,6.1,0.018330515374960717,0.023630820735321603,0.0004331651228117532
8784,8784,291,ITCS021,5.5,0.07297509610712982,0.01738541800776805,0.0012687025499794988
9675,9675,1182,ITCS021,5.6,0.057966179269611263,0.016485195704802183,0.000955583809519189
8785,8785,292,ITCS021,5.5,0.07297509610712982,0.014766140814207629,0.001077560545048214
11043,11043,2550,ITCS021,5.8,0.03657418654161676,0.013745219229021085,0.0005027202121376348
10412,10412,1919,ITCS021,5.7,0.04604417285294149,0.013314609963370331,0.0006130602026229205
8773,8773,280,ITCS021,5.5,0.07297509610712982,0.012998145093311616,0.0009485408873988331
8772,8772,279,ITCS021,5.5,0.07297509610712982,0.012257561615270014,0.0008944967369133947
11042,11042,2549,ITCS021,5.8,0.03657418654161676,0.0118437804178284,0.0004331766343596036
10884,10884,2391,ITCS006,5.8,0.03657418654161676,0.011593776022329862,0.0004240329269624159
12256,12256,375,ITCS006,6.1,0.018330515374960717,0.007724769424842995,0.00014159900471011097
13040,13040,1159,ITCS006,6.4,0.009187020291738728,0.007558923980581516,6.944398799331286e-05
10883,10883,2390,ITCS006,5.8,0.03657418654161676,0.007536069128497689,0.0002756255980961937
10882,10882,2389,ITCS006,5.8,0.03657418654161676,0.006078657186074441,0.00022232194184602583
11430,11430,2937,ITCS006,5.9,0.02905190903207895,0.005962143231764107,0.00017321164280543604
12962,12962,1081,ITCS222,6.3,0.011565773303938563,0.004924736471697787,5.6958385613294855e-05
9665,9665,1172,ITCS021,5.6,0.057966179269611263,0.004900256039722197,0.0002840491200655322
12001,12001,120,ITCS021,6.0,0.023076751616821708,0.004358688640814389,0.00010058437513913586
12961,12961,1080,ITCS222,6.3,0.011565773303938563,0.004215614653626406,4.87568434206045e-05
12000,12000,119,ITCS021,6.0,0.023076751616821708,0.0035770009669976437,8.254556284853569e-05
10424,10424,1931,ITCS021,5.7,0.04604417285294149,0.003317657768606989,0.00015275880776464436
10415,10415,1922,ITCS021,5.7,0.04604417285294149,0.002988599834238448,0.0001376076073559474
10885,10885,2392,ITCS006,5.8,0.03657418654161676,0.0029574714466511173,0.00010816711238132314
9678,9678,1185,ITCS021,5.6,0.057966179269611263,0.002850873143415651,0.00016525422370615182
7687,7687,364,ITCS021,5.4,0.09187020291738728,0.0018599304820841565,0.0001708721908013054
8783,8783,290,ITCS021,5.5,0.07297509610712982,0.0017568368539369107,0.00012820533826059366
11036,11036,2543,ITCS021,5.8,0.03657418654161676,0.0017533972544402795,6.412907826545745e-05
10420,10420,1927,ITCS021,5.7,0.04604417285294149,0.0014008196471933894,6.449958197116894e-05
9668,9668,1175,ITCS021,5.6,0.057966179269611263,0.0012670003170441985,7.344316751243832e-05
13151,13151,1270,ITCS222,6.4,0.009187020291738728,0.00121714469045869,1.1181932969226038e-05
10419,10419,1926,ITCS021,5.7,0.04604417285294149,0.0011754304166448565,5.4121721280600804e-05
8774,8774,281,ITCS021,5.5,0.07297509610712982,0.001093744198092168,7.981608797239159e-05
10231,10231,1738,ITCS006,5.7,0.04604417285294149,0.0010036790412609015,4.621357126469154e-05
7672,7672,349,ITCS021,5.4,0.09187020291738728,0.0009916876249710588,9.110654333675302e-05
7688,7688,365,ITCS021,5.4,0.09187020291738728,0.0009723385253578727,8.932893762902088e-05
7686,7686,363,ITCS021,5.4,0.09187020291738728,0.0009682739608306807,8.895552526113693e-05
13835,13835,1954,ITCS006,7.2,0.0014560445919378825,0.0009599861180881019,1.3977825955776223e-06
7673,7673,350,ITCS021,5.4,0.09187020291738728,0.0009595714501470774,8.815602383874356e-05
12564,12564,683,ITCS006,6.2,0.01456044591937882,0.0008219314657025258,1.1967688655797395e-05
11999,11999,118,ITCS021,6.0,0.023076751616821708,0.0006253876585364357,1.4431915660271035e-05
10230,10230,1737,ITCS006,5.7,0.04604417285294149,0.0005418183619938844,2.494757831454404e-05
10229,10229,1736,ITCS006,5.7,0.04604417285294149,0.0004886924229499991,2.250143839423255e-05
11047,11047,2554,ITCS021,5.8,0.03657418654161676,0.00048526664037696395,1.7748232627570734e-05
10232,10232,1739,ITCS006,5.7,0.04604417285294149,0.000454920928741899,2.0946457877412678e-05
8771,8771,278,ITCS021,5.5,0.07297509610712982,0.0003517960256243212,2.5672348780041148e-05
10418,10418,1925,ITCS021,5.7,0.04604417285294149,0.000311129027929154,1.4325678741537627e-05
8786,8786,293,ITCS021,5.5,0.07297509610712982,0.00029644166186392905,2.1632858764677505e-05
12732,12732,851,ITCS222,6.2,0.01456044591937882,0.00026786901102877317,3.900292248561941e-06
11571,11571,3078,ITCS021,5.9,0.02905190903207895,0.00025990581373274064,7.550760057472037e-06
11570,11570,3077,ITCS021,5.9,0.02905190903207895,0.00025986653489495497,7.549618932249802e-06
12733,12733,852,ITCS222,6.2,0.01456044591937882,0.0002473383180264331,3.6013562034139984e-06
12343,12343,462,ITCS021,6.1,0.018330515374960717,0.00022049310084729145,4.0417521751540396e-06
9679,9679,1186,ITCS021,5.6,0.057966179269611263,0.0002082030402771556,1.2068734757183695e-05
7671,7671,348,ITCS021,5.4,0.09187020291738728,0.00020068250924683588,1.843674284647726e-05
6375,6375,6375,ITCS021,5.3,0.1156577330393856,0.00017013398892716603,1.9677311472263957e-05
12563,12563,682,ITCS006,6.2,0.01456044591937882,0.00014088497981384402,2.0513481294322525e-06
11568,11568,3075,ITCS021,5.9,0.02905190903207895,0.0001390732879017595,4.040344508914044e-06
6376,6376,6376,ITCS021,5.3,0.1156577330393856,0.00013044241966055715,1.5086674550112224e-05
11994,11994,113,ITCS021,6.0,0.023076751616821708,0.0001244895891863032,2.8728153285324923e-06
8787,8787,294,ITCS021,5.5,0.07297509610712982,0.00011089579530300286,8.09263132011323e-06
12255,12255,374,ITCS006,6.1,0.018330515374960717,0.00010823805156331673,1.984059268337168e-06
13636,13636,1755,ITCS222,6.8,0.003657418654161675,0.00010358554463340533,3.788557032437134e-07
9673,9673,1180,ITCS021,5.6,0.057966179269611263,9.972011825028096e-05,5.78039425128262e-06
9447,9447,954,ITCS006,5.6,0.057966179269611263,7.428998605679667e-05,4.306306649705197e-06
6374,6374,6374,ITCS021,5.3,0.1156577330393856,7.382886146929611e-05,8.538878750417632e-06
7674,7674,351,ITCS021,5.4,0.09187020291738728,7.169844835421407e-05,6.586950999163458e-06
11041,11041,2548,ITCS021,5.8,0.03657418654161676,6.746740427385874e-05,2.4675654293907814e-06
9446,9446,953,ITCS006,5.6,0.057966179269611263,6.715807725625365e-05,3.892897145638402e-06
12827,12827,946,ITCS006,6.3,0.011565773303938563,6.58670346352146e-05,7.618031907935618e-07
6358,6358,6358,ITCS021,5.3,0.1156577330393856,6.46302075254972e-05,7.474983288264046e-06
9674,9674,1181,ITCS021,5.6,0.057966179269611263,4.632872581123766e-05,2.6854992257068685e-06
6357,6357,6357,ITCS021,5.3,0.1156577330393856,4.480776285732317e-05,5.182364274644381e-06
6359,6359,6359,ITCS021,5.3,0.1156577330393856,3.893494333190817e-05,4.503127281785442e-06
9445,9445,952,ITCS006,5.6,0.057966179269611263,3.1969303853960444e-05,1.8531383983233453e-06
9444,9444,951,ITCS006,5.6,0.057966179269611263,3.138216953942494e-05,1.81910446539164e-06
11889,11889,8,ITCS006,6.0,0.023076751616821708,2.6292430228570155e-05,6.067438817873282e-07
9672,9672,1179,ITCS021,5.6,0.057966179269611263,2.4221497875715946e-05,1.404027688042259e-06
11885,11885,4,ITCS006,6.0,0.023076751616821708,2.1731181473776225e-05,5.014850772104114e-07
13363,13363,1482,ITCS006,6.6,0.0057966179269611255,2.119931564982925e-05,1.2288433313510778e-07
7689,7689,366,ITCS021,5.4,0.09187020291738728,1.8604671736965687e-05,1.7092149676864176e-06
4797,4797,4797,ITCS021,5.2,0.14560445919378828,1.3300277657037495e-05,1.93657973538017e-06
11050,11050,2557,ITCS021,5.8,0.03657418654161676,1.3229884497603135e-05,4.838722635393807e-07
11051,11051,2558,ITCS021,5.8,0.03657418654161676,1.2996773575077527e-05,4.7534642117404083e-07
12454,12454,573,ITCS222,6.1,0.018330515374960717,1.2437497180543554e-05,2.279857332939842e-07
12453,12453,572,ITCS222,6.1,0.018330515374960717,1.221794943428801e-05,2.2396130995570895e-07
10228,10228,1735,ITCS006,5.7,0.04604417285294149,1.2060841750743875e-05,5.553314823232245e-07
4798,4798,4798,ITCS021,5.2,0.14560445919378828,1.0025699065273308e-05,1.4597864904387886e-06
11562,11562,3069,ITCS021,5.9,0.02905190903207895,9.729854286768314e-06,2.826708416345765e-07
7685,7685,362,ITCS021,5.4,0.09187020291738728,9.312918609108573e-06,8.555797223719166e-07
7690,7690,367,ITCS021,5.4,0.09187020291738728,8.209919613846674e-06,7.542469808595317e-07
4796,4796,4796,ITCS021,5.2,0.14560445919378828,8.180065316300994e-06,1.191053986549871e-06
12569,12569,688,ITCS006,6.2,0.01456044591937882,7.971082174532746e-06,1.1606251092120857e-07
8781,8781,288,ITCS021,5.5,0.07297509610712982,7.2285573416030805e-06,5.275046667193836e-07
8780,8780,287,ITCS021,5.5,0.07297509610712982,6.966498539380769e-06,5.083809004414912e-07
11569,11569,3076,ITCS021,5.9,0.02905190903207895,6.269114477539462e-06,1.8212974351316562e-07
6377,6377,6377,ITCS021,5.3,0.1156577330393856,5.943063223262381e-06,6.87361219712271e-07
13548,13548,1667,ITCS222,6.7,0.004604417285294149,5.444254717880983e-06,2.506762052855542e-08
12260,12260,379,ITCS006,6.1,0.018330515374960717,4.726268687604641e-06,8.663494084433229e-08
8511,8511,18,ITCS006,5.5,0.07297509610712982,4.700048911495079e-06,3.429865210245643e-07
9448,9448,955,ITCS006,5.6,0.057966179269611263,4.245919369466011e-06,2.461197233347816e-07
8510,8510,17,ITCS006,5.5,0.07297509610712982,4.178191635307261e-06,3.049039361405533e-07
12253,12253,372,ITCS006,6.1,0.018330515374960717,4.177311332869959e-06,7.657226961317043e-08
4776,4776,4776,ITCS021,5.2,0.14560445919378828,3.5967750987146117e-06,5.237064930900255e-07
4777,4777,4777,ITCS021,5.2,0.14560445919378828,3.1882697612953256e-06,4.6422629435731436e-07
11558,11558,3065,ITCS021,5.9,0.02905190903207895,2.922519159299872e-06,8.490476076048773e-08
10881,10881,2388,ITCS006,5.8,0.03657418654161676,2.8938929857907893e-06,1.0584178189378863e-07
6356,6356,6356,ITCS021,5.3,0.1156577330393856,2.534542387529224e-06,2.93139426833862e-07
11049,11049,2556,ITCS021,5.8,0.03657418654161676,2.1837881830497587e-06,7.987027637424021e-08
4775,4775,4775,ITCS021,5.2,0.14560445919378828,2.0243463919914505e-06,2.947538616268117e-07
8508,8508,15,ITCS006,5.5,0.07297509610712982,1.7378943661906299e-06,1.2682300839680068e-07
11990,11990,109,ITCS021,6.0,0.023076751616821708,1.606963592235326e-06,3.708349967529018e-08
6360,6360,6360,ITCS021,5.3,0.1156577330393856,1.420238715928421e-06,1.6426159025904913e-07
8509,8509,16,ITCS006,5.5,0.07297509610712982,1.2088503323469496e-06,8.821596918215447e-08
6373,6373,6373,ITCS021,5.3,0.1156577330393856,1.207022650734562e-06,1.3960150351114955e-07
8782,8782,289,ITCS021,5.5,0.07297509610712982,1.0417378093412778e-06,7.602091675511063e-08
7670,7670,347,ITCS021,5.4,0.09187020291738728,9.746882824646122e-07,8.954481029122361e-08
8788,8788,295,ITCS021,5.5,0.07297509610712982,9.087809170688015e-07,6.631837476342136e-08
2938,2938,2938,ITCS021,5.1,0.1833051537496071,8.882251614813923e-07,1.628162497896162e-07
2937,2937,2937,ITCS021,5.1,0.1833051537496071,8.504992340313077e-07,1.5590089285803193e-07
11040,11040,2547,ITCS021,5.8,0.03657418654161676,8.401645553975304e-07,3.072833517476379e-08
4799,4799,4799,ITCS021,5.2,0.14560445919378828,8.388323476374381e-07,1.2213773033200497e-07
8512,8512,19,ITCS006,5.5,0.07297509610712982,6.4332401517095e-07,4.694663183512472e-08
9443,9443,950,ITCS006,5.6,0.057966179269611263,6.300578389562403e-07,3.652204564316129e-08
10428,10428,1935,ITCS021,5.7,0.04604417285294149,5.748366100671311e-07,2.646787623612991e-08
8507,8507,14,ITCS006,5.5,0.07297509610712982,5.589080383730279e-07,4.0786367815319114e-08
7691,7691,368,ITCS021,5.4,0.09187020291738728,5.103017342797901e-07,4.6881523877378954e-08
12123,12123,242,ITCS222,6.0,0.023076751616821708,4.928393775771235e-07,1.137313190333629e-08
4778,4778,4778,ITCS021,5.2,0.14560445919378828,4.871222654781383e-07,7.092717402619729e-08
4795,4795,4795,ITCS021,5.2,0.14560445919378828,4.777197320546946e-07,6.955812323202525e-08
10429,10429,1936,ITCS021,5.7,0.04604417285294149,4.574818800146197e-07,2.106437476048179e-08
8775,8775,282,ITCS021,5.5,0.07297509610712982,4.4949135871913546e-07,3.2801675101853274e-08
7682,7682,359,ITCS021,5.4,0.09187020291738728,4.475442052002515e-07,4.1115976946247916e-08
10430,10430,1937,ITCS021,5.7,0.04604417285294149,4.3205940221193095e-07,1.989381779818472e-08
6378,6378,6378,ITCS021,5.3,0.1156577330393856,4.2997089585720216e-07,4.9729459087757754e-08
7683,7683,360,ITCS021,5.4,0.09187020291738728,4.246173035550525e-07,3.9009677839836505e-08
2939,2939,2939,ITCS021,5.1,0.1833051537496071,4.0636916964628657e-07,7.448956312111273e-08
12122,12122,241,ITCS222,6.0,0.023076751616821708,2.5570899480399214e-07,5.900932959278879e-09
7345,7345,22,ITCS006,5.4,0.09187020291738728,2.5390392683700976e-07,2.332620528003754e-08
13438,13438,1557,ITCS222,6.6,0.0057966179269611255,2.446818558319736e-07,1.4183272319177358e-09
7346,7346,23,ITCS006,5.4,0.09187020291738728,2.1417036012790955e-07,1.967587444384096e-08
6379,6379,6379,ITCS021,5.3,0.1156577330393856,2.0374902234637933e-07,2.3565150033573353e-08
2936,2936,2936,ITCS021,5.1,0.1833051537496071,2.00577935737294e-07,3.6766969349103485e-08
9664,9664,1171,ITCS021,5.6,0.057966179269611263,1.8447881180629235e-07,1.0693531876608422e-08
11881,11881,0,ITCS006,6.0,0.023076751616821708,1.7544229840891226e-07,4.048638343466783e-09
2913,2913,2913,ITCS021,5.1,0.1833051537496071,1.7087526105557713e-07,3.1322315999796814e-08
2914,2914,2914,ITCS021,5.1,0.1833051537496071,1.6437130696549324e-07,3.0130107695333605e-08
